idVuelo,iataOrigen,iataDestino,horaSalidaUtc,horaLlegadaUtc,capacidadMaletas,cancelado
V007385,OAKB,OJAI,2026-01-04T01:12:00.000Z,2026-01-04T05:12:00.000Z,340,false
V007386,OJAI,OAKB,2026-01-04T04:47:00.000Z,2026-01-04T08:47:00.000Z,360,false
V007387,OAKB,OJAI,2026-01-04T11:37:00.000Z,2026-01-04T15:37:00.000Z,320,false
V007388,OJAI,OAKB,2026-01-04T07:03:00.000Z,2026-01-04T11:03:00.000Z,320,false
V007389,OAKB,OJAI,2026-01-04T15:13:00.000Z,2026-01-04T19:13:00.000Z,360,false
V007390,OJAI,OAKB,2026-01-04T19:14:00.000Z,2026-01-04T23:14:00.000Z,340,false
V007391,OOMS,OYSN,2026-01-04T10:17:00.000Z,2026-01-04T12:26:00.000Z,340,false
V007392,OYSN,OOMS,2026-01-04T11:28:00.000Z,2026-01-04T13:37:00.000Z,300,false
V007393,OOMS,OPKC,2026-01-03T22:04:00.000Z,2026-01-03T23:13:00.000Z,360,false
V007394,OPKC,OOMS,2026-01-03T19:06:00.000Z,2026-01-03T20:15:00.000Z,360,false
V007395,OOMS,OPKC,2026-01-04T11:57:00.000Z,2026-01-04T13:06:00.000Z,340,false
V007396,OPKC,OOMS,2026-01-04T10:25:00.000Z,2026-01-04T11:34:00.000Z,300,false
V007397,OOMS,OPKC,2026-01-04T17:18:00.000Z,2026-01-04T18:27:00.000Z,340,false
V007398,OPKC,OOMS,2026-01-04T18:18:00.000Z,2026-01-04T19:27:00.000Z,300,false
V007399,OOMS,UBBB,2026-01-03T22:33:00.000Z,2026-01-04T01:06:00.000Z,340,false
V007400,UBBB,OOMS,2026-01-04T03:58:00.000Z,2026-01-04T06:31:00.000Z,360,false
V007401,OOMS,UBBB,2026-01-04T06:37:00.000Z,2026-01-04T09:10:00.000Z,360,false
V007402,UBBB,OOMS,2026-01-04T04:09:00.000Z,2026-01-04T06:42:00.000Z,300,false
V007403,OOMS,UBBB,2026-01-04T12:20:00.000Z,2026-01-04T14:53:00.000Z,340,false
V007404,UBBB,OOMS,2026-01-04T15:23:00.000Z,2026-01-04T17:56:00.000Z,340,false
V007405,OOMS,UBBB,2026-01-04T18:46:00.000Z,2026-01-04T21:19:00.000Z,320,false
V007406,UBBB,OOMS,2026-01-04T20:10:00.000Z,2026-01-04T22:43:00.000Z,360,false
V007407,OOMS,OJAI,2026-01-04T06:18:00.000Z,2026-01-04T09:22:00.000Z,360,false
V007408,OJAI,OOMS,2026-01-04T05:17:00.000Z,2026-01-04T08:21:00.000Z,360,false
V007409,OOMS,OJAI,2026-01-04T08:16:00.000Z,2026-01-04T11:20:00.000Z,360,false
V007410,OJAI,OOMS,2026-01-04T11:49:00.000Z,2026-01-04T14:53:00.000Z,340,false
V007411,OYSN,OPKC,2026-01-03T21:15:00.000Z,2026-01-04T00:31:00.000Z,300,false
V007412,OPKC,OYSN,2026-01-03T22:56:00.000Z,2026-01-04T02:12:00.000Z,300,false
V007413,OYSN,OPKC,2026-01-04T06:10:00.000Z,2026-01-04T09:26:00.000Z,320,false
V007414,OPKC,OYSN,2026-01-04T06:07:00.000Z,2026-01-04T09:23:00.000Z,360,false
V007415,OYSN,OPKC,2026-01-04T14:23:00.000Z,2026-01-04T17:39:00.000Z,340,false
V007416,OPKC,OYSN,2026-01-04T11:46:00.000Z,2026-01-04T15:02:00.000Z,300,false
V007417,OYSN,OPKC,2026-01-04T16:21:00.000Z,2026-01-04T19:37:00.000Z,360,false
V007418,OPKC,OYSN,2026-01-04T18:21:00.000Z,2026-01-04T21:37:00.000Z,300,false
V007419,OYSN,UBBB,2026-01-04T02:53:00.000Z,2026-01-04T06:27:00.000Z,340,false
V007420,UBBB,OYSN,2026-01-03T22:25:00.000Z,2026-01-04T01:59:00.000Z,320,false
V007421,OYSN,UBBB,2026-01-04T03:49:00.000Z,2026-01-04T07:23:00.000Z,360,false
V007422,UBBB,OYSN,2026-01-04T05:35:00.000Z,2026-01-04T09:09:00.000Z,360,false
V007423,OYSN,UBBB,2026-01-04T10:14:00.000Z,2026-01-04T13:48:00.000Z,300,false
V007424,UBBB,OYSN,2026-01-04T12:13:00.000Z,2026-01-04T15:47:00.000Z,340,false
V007425,OYSN,UBBB,2026-01-04T17:27:00.000Z,2026-01-04T21:01:00.000Z,320,false
V007426,UBBB,OYSN,2026-01-04T17:06:00.000Z,2026-01-04T20:40:00.000Z,320,false
V007427,OYSN,OJAI,2026-01-03T22:16:00.000Z,2026-01-04T00:47:00.000Z,320,false
V007428,OJAI,OYSN,2026-01-03T21:13:00.000Z,2026-01-03T23:44:00.000Z,320,false
V007429,OYSN,OJAI,2026-01-04T06:03:00.000Z,2026-01-04T08:34:00.000Z,360,false
V007430,OJAI,OYSN,2026-01-04T03:51:00.000Z,2026-01-04T06:22:00.000Z,340,false
V007431,OYSN,OJAI,2026-01-04T10:48:00.000Z,2026-01-04T13:19:00.000Z,300,false
V007432,OJAI,OYSN,2026-01-04T11:02:00.000Z,2026-01-04T13:33:00.000Z,300,false
V007433,OYSN,OJAI,2026-01-04T20:46:00.000Z,2026-01-04T23:17:00.000Z,320,false
V007434,OJAI,OYSN,2026-01-04T15:58:00.000Z,2026-01-04T18:29:00.000Z,320,false
V007435,OPKC,UBBB,2026-01-03T22:26:00.000Z,2026-01-04T01:26:00.000Z,320,false
V007436,UBBB,OPKC,2026-01-04T01:16:00.000Z,2026-01-04T04:16:00.000Z,340,false
V007437,OPKC,UBBB,2026-01-04T01:39:00.000Z,2026-01-04T04:39:00.000Z,300,false
V007438,UBBB,OPKC,2026-01-04T07:27:00.000Z,2026-01-04T10:27:00.000Z,320,false
V007439,OPKC,UBBB,2026-01-04T12:12:00.000Z,2026-01-04T15:12:00.000Z,360,false
V007440,UBBB,OPKC,2026-01-04T13:30:00.000Z,2026-01-04T16:30:00.000Z,320,false
V007441,OPKC,UBBB,2026-01-04T15:44:00.000Z,2026-01-04T18:44:00.000Z,300,false
V007442,UBBB,OPKC,2026-01-04T21:53:00.000Z,2026-01-05T00:53:00.000Z,340,false
V007443,OPKC,OJAI,2026-01-04T00:45:00.000Z,2026-01-04T04:49:00.000Z,300,false
V007444,OJAI,OPKC,2026-01-03T23:16:00.000Z,2026-01-04T03:20:00.000Z,340,false
V007445,OPKC,OJAI,2026-01-04T06:54:00.000Z,2026-01-04T10:58:00.000Z,340,false
V007446,OJAI,OPKC,2026-01-04T04:51:00.000Z,2026-01-04T08:55:00.000Z,300,false
V007447,OPKC,OJAI,2026-01-04T12:56:00.000Z,2026-01-04T17:00:00.000Z,340,false
V007448,OJAI,OPKC,2026-01-04T14:04:00.000Z,2026-01-04T18:08:00.000Z,300,false
V007449,OPKC,OJAI,2026-01-04T13:32:00.000Z,2026-01-04T17:36:00.000Z,320,false
V007450,OJAI,OPKC,2026-01-04T16:20:00.000Z,2026-01-04T20:24:00.000Z,300,false
V007451,UBBB,OJAI,2026-01-04T13:17:00.000Z,2026-01-04T15:24:00.000Z,300,false
V007452,OJAI,UBBB,2026-01-04T16:48:00.000Z,2026-01-04T18:55:00.000Z,360,false
V007453,SKBO,SEQM,2026-01-05T08:34:00.000Z,2026-01-05T09:21:00.000Z,300,false
V007454,SEQM,SKBO,2026-01-05T09:29:00.000Z,2026-01-05T10:16:00.000Z,340,false
V007455,SKBO,SEQM,2026-01-05T19:22:00.000Z,2026-01-05T20:09:00.000Z,320,false
V007456,SEQM,SKBO,2026-01-05T13:05:00.000Z,2026-01-05T13:52:00.000Z,320,false
V007457,SKBO,SEQM,2026-01-06T00:01:00.000Z,2026-01-06T00:48:00.000Z,340,false
V007458,SEQM,SKBO,2026-01-06T00:55:00.000Z,2026-01-06T01:42:00.000Z,360,false
V007459,SKBO,SVMI,2026-01-05T12:24:00.000Z,2026-01-05T13:47:00.000Z,300,false
V007460,SVMI,SKBO,2026-01-05T10:33:00.000Z,2026-01-05T11:56:00.000Z,340,false
V007461,SKBO,SVMI,2026-01-05T18:56:00.000Z,2026-01-05T20:19:00.000Z,360,false
V007462,SVMI,SKBO,2026-01-05T18:35:00.000Z,2026-01-05T19:58:00.000Z,340,false
V007463,SKBO,SVMI,2026-01-06T00:18:00.000Z,2026-01-06T01:41:00.000Z,360,false
V007464,SVMI,SKBO,2026-01-06T01:52:00.000Z,2026-01-06T03:15:00.000Z,360,false
V007465,SKBO,SBBR,2026-01-05T11:23:00.000Z,2026-01-05T15:58:00.000Z,320,false
V007466,SBBR,SKBO,2026-01-05T06:02:00.000Z,2026-01-05T10:37:00.000Z,320,false
V007467,SKBO,SBBR,2026-01-05T13:21:00.000Z,2026-01-05T17:56:00.000Z,300,false
V007468,SBBR,SKBO,2026-01-05T18:53:00.000Z,2026-01-05T23:28:00.000Z,360,false
V007469,SKBO,SBBR,2026-01-06T01:22:00.000Z,2026-01-06T05:57:00.000Z,360,false
V007470,SBBR,SKBO,2026-01-06T00:57:00.000Z,2026-01-06T05:32:00.000Z,360,false
V007471,SKBO,SPIM,2026-01-05T06:58:00.000Z,2026-01-05T09:14:00.000Z,340,false
V007472,SPIM,SKBO,2026-01-05T09:35:00.000Z,2026-01-05T11:51:00.000Z,340,false
V007473,SKBO,SPIM,2026-01-05T13:46:00.000Z,2026-01-05T16:02:00.000Z,300,false
V007474,SPIM,SKBO,2026-01-05T13:02:00.000Z,2026-01-05T15:18:00.000Z,300,false
V007475,SKBO,SPIM,2026-01-06T03:45:00.000Z,2026-01-06T06:01:00.000Z,340,false
V007476,SPIM,SKBO,2026-01-05T23:09:00.000Z,2026-01-06T01:25:00.000Z,340,false
V007477,SKBO,SLLP,2026-01-06T02:33:00.000Z,2026-01-06T05:28:00.000Z,360,false
V007478,SLLP,SKBO,2026-01-06T00:09:00.000Z,2026-01-06T03:04:00.000Z,300,false
V007479,SKBO,SCEL,2026-01-05T05:20:00.000Z,2026-01-05T10:32:00.000Z,360,false
V007480,SCEL,SKBO,2026-01-05T07:56:00.000Z,2026-01-05T13:08:00.000Z,300,false
V007481,SKBO,SCEL,2026-01-05T11:39:00.000Z,2026-01-05T16:51:00.000Z,320,false
V007482,SCEL,SKBO,2026-01-05T11:43:00.000Z,2026-01-05T16:55:00.000Z,340,false
V007483,SKBO,SCEL,2026-01-05T19:42:00.000Z,2026-01-06T00:54:00.000Z,320,false
V007484,SCEL,SKBO,2026-01-05T18:41:00.000Z,2026-01-05T23:53:00.000Z,360,false
V007485,SKBO,SCEL,2026-01-06T00:18:00.000Z,2026-01-06T05:30:00.000Z,320,false
V007486,SCEL,SKBO,2026-01-05T21:30:00.000Z,2026-01-06T02:42:00.000Z,340,false
V007487,SKBO,SABE,2026-01-05T05:41:00.000Z,2026-01-05T11:24:00.000Z,300,false
V007488,SABE,SKBO,2026-01-05T08:44:00.000Z,2026-01-05T14:27:00.000Z,340,false
V007489,SKBO,SABE,2026-01-05T14:17:00.000Z,2026-01-05T20:00:00.000Z,300,false
V007490,SABE,SKBO,2026-01-05T12:57:00.000Z,2026-01-05T18:40:00.000Z,340,false
V007491,SKBO,SABE,2026-01-05T17:41:00.000Z,2026-01-05T23:24:00.000Z,360,false
V007492,SABE,SKBO,2026-01-05T15:35:00.000Z,2026-01-05T21:18:00.000Z,360,false
V007493,SKBO,SABE,2026-01-06T03:11:00.000Z,2026-01-06T08:54:00.000Z,340,false
V007494,SABE,SKBO,2026-01-06T01:50:00.000Z,2026-01-06T07:33:00.000Z,320,false
V007495,SKBO,SGAS,2026-01-05T11:10:00.000Z,2026-01-05T15:50:00.000Z,360,false
V007496,SGAS,SKBO,2026-01-05T07:11:00.000Z,2026-01-05T11:51:00.000Z,320,false
V007497,SKBO,SGAS,2026-01-05T14:47:00.000Z,2026-01-05T19:27:00.000Z,320,false
V007498,SGAS,SKBO,2026-01-05T13:03:00.000Z,2026-01-05T17:43:00.000Z,320,false
V007499,SKBO,SGAS,2026-01-05T22:38:00.000Z,2026-01-06T03:18:00.000Z,340,false
V007500,SGAS,SKBO,2026-01-06T01:48:00.000Z,2026-01-06T06:28:00.000Z,340,false
V007501,SKBO,SUAA,2026-01-06T03:33:00.000Z,2026-01-06T09:22:00.000Z,360,false
V007502,SUAA,SKBO,2026-01-05T11:00:00.000Z,2026-01-05T16:49:00.000Z,340,false
V007503,SKBO,LATI,2026-01-05T09:59:00.000Z,2026-01-05T22:31:00.000Z,300,false
V007504,LATI,SKBO,2026-01-04T22:17:00.000Z,2026-01-05T10:49:00.000Z,360,false
V007505,SKBO,LATI,2026-01-05T12:21:00.000Z,2026-01-06T00:53:00.000Z,360,false
V007506,LATI,SKBO,2026-01-05T06:50:00.000Z,2026-01-05T19:22:00.000Z,300,false
V007507,SKBO,LATI,2026-01-05T19:40:00.000Z,2026-01-06T08:12:00.000Z,300,false
V007508,LATI,SKBO,2026-01-05T10:21:00.000Z,2026-01-05T22:53:00.000Z,360,false
V007509,SKBO,LATI,2026-01-05T23:04:00.000Z,2026-01-06T11:36:00.000Z,320,false
V007510,LATI,SKBO,2026-01-05T17:54:00.000Z,2026-01-06T06:26:00.000Z,360,false
V007511,SKBO,EDDI,2026-01-05T07:00:00.000Z,2026-01-05T18:53:00.000Z,360,false
V007512,EDDI,SKBO,2026-01-05T06:07:00.000Z,2026-01-05T18:00:00.000Z,300,false
V007513,SKBO,EDDI,2026-01-05T18:48:00.000Z,2026-01-06T06:41:00.000Z,320,false
V007514,EDDI,SKBO,2026-01-05T17:47:00.000Z,2026-01-06T05:40:00.000Z,340,false
V007515,SKBO,LOWW,2026-01-05T06:34:00.000Z,2026-01-05T18:44:00.000Z,360,false
V007516,LOWW,SKBO,2026-01-05T03:56:00.000Z,2026-01-05T16:06:00.000Z,360,false
V007517,SKBO,LOWW,2026-01-06T01:29:00.000Z,2026-01-06T13:39:00.000Z,340,false
V007518,LOWW,SKBO,2026-01-05T17:56:00.000Z,2026-01-06T06:06:00.000Z,360,false
V007519,SKBO,EBCI,2026-01-05T05:24:00.000Z,2026-01-05T16:29:00.000Z,340,false
V007520,EBCI,SKBO,2026-01-04T23:49:00.000Z,2026-01-05T10:54:00.000Z,360,false
V007521,SKBO,EBCI,2026-01-05T18:33:00.000Z,2026-01-06T05:38:00.000Z,360,false
V007522,EBCI,SKBO,2026-01-05T13:43:00.000Z,2026-01-06T00:48:00.000Z,340,false
V007523,SKBO,EBCI,2026-01-06T04:08:00.000Z,2026-01-06T15:13:00.000Z,340,false
V007524,EBCI,SKBO,2026-01-05T14:18:00.000Z,2026-01-06T01:23:00.000Z,300,false
V007525,SKBO,UMMS,2026-01-05T07:41:00.000Z,2026-01-05T20:49:00.000Z,320,false
V007526,UMMS,SKBO,2026-01-05T02:38:00.000Z,2026-01-05T15:46:00.000Z,320,false
V007527,SKBO,UMMS,2026-01-05T11:42:00.000Z,2026-01-06T00:50:00.000Z,340,false
V007528,UMMS,SKBO,2026-01-05T07:52:00.000Z,2026-01-05T21:00:00.000Z,360,false
V007529,SKBO,UMMS,2026-01-05T21:17:00.000Z,2026-01-06T10:25:00.000Z,360,false
V007530,UMMS,SKBO,2026-01-05T11:11:00.000Z,2026-01-06T00:19:00.000Z,300,false
V007531,SKBO,UMMS,2026-01-06T03:51:00.000Z,2026-01-06T16:59:00.000Z,300,false
V007532,UMMS,SKBO,2026-01-05T17:54:00.000Z,2026-01-06T07:02:00.000Z,360,false
V007533,SKBO,LBSF,2026-01-05T11:22:00.000Z,2026-01-06T00:18:00.000Z,320,false
V007534,LBSF,SKBO,2026-01-05T03:35:00.000Z,2026-01-05T16:31:00.000Z,320,false
V007535,SKBO,LBSF,2026-01-05T19:24:00.000Z,2026-01-06T08:20:00.000Z,340,false
V007536,LBSF,SKBO,2026-01-05T05:41:00.000Z,2026-01-05T18:37:00.000Z,340,false
V007537,SKBO,LBSF,2026-01-06T00:01:00.000Z,2026-01-06T12:57:00.000Z,300,false
V007538,LBSF,SKBO,2026-01-05T16:17:00.000Z,2026-01-06T05:13:00.000Z,300,false
V007539,SKBO,LKPR,2026-01-05T10:32:00.000Z,2026-01-05T22:31:00.000Z,360,false
V007540,LKPR,SKBO,2026-01-05T00:50:00.000Z,2026-01-05T12:49:00.000Z,320,false
V007541,SKBO,LKPR,2026-01-05T16:48:00.000Z,2026-01-06T04:47:00.000Z,360,false
V007542,LKPR,SKBO,2026-01-05T07:09:00.000Z,2026-01-05T19:08:00.000Z,360,false
V007543,SKBO,LKPR,2026-01-05T21:25:00.000Z,2026-01-06T09:24:00.000Z,300,false
V007544,LKPR,SKBO,2026-01-05T12:25:00.000Z,2026-01-06T00:24:00.000Z,340,false
V007545,SKBO,LKPR,2026-01-06T02:57:00.000Z,2026-01-06T14:56:00.000Z,320,false
V007546,LKPR,SKBO,2026-01-05T20:32:00.000Z,2026-01-06T08:31:00.000Z,340,false
V007547,SKBO,LDZA,2026-01-05T10:56:00.000Z,2026-01-05T23:07:00.000Z,300,false
V007548,LDZA,SKBO,2026-01-04T23:28:00.000Z,2026-01-05T11:39:00.000Z,320,false
V007549,SKBO,LDZA,2026-01-05T16:14:00.000Z,2026-01-06T04:25:00.000Z,300,false
V007550,LDZA,SKBO,2026-01-05T11:01:00.000Z,2026-01-05T23:12:00.000Z,320,false
V007551,SKBO,LDZA,2026-01-06T01:58:00.000Z,2026-01-06T14:09:00.000Z,360,false
V007552,LDZA,SKBO,2026-01-05T15:59:00.000Z,2026-01-06T04:10:00.000Z,360,false
V007553,SKBO,EKCH,2026-01-05T06:49:00.000Z,2026-01-05T18:37:00.000Z,340,false
V007554,EKCH,SKBO,2026-01-04T23:37:00.000Z,2026-01-05T11:25:00.000Z,320,false
V007555,SKBO,EKCH,2026-01-05T12:35:00.000Z,2026-01-06T00:23:00.000Z,340,false
V007556,EKCH,SKBO,2026-01-05T07:16:00.000Z,2026-01-05T19:04:00.000Z,320,false
V007557,SKBO,EKCH,2026-01-05T19:22:00.000Z,2026-01-06T07:10:00.000Z,340,false
V007558,EKCH,SKBO,2026-01-05T15:54:00.000Z,2026-01-06T03:42:00.000Z,320,false
V007559,SKBO,EKCH,2026-01-06T01:31:00.000Z,2026-01-06T13:19:00.000Z,320,false
V007560,EKCH,SKBO,2026-01-05T18:23:00.000Z,2026-01-06T06:11:00.000Z,360,false
V007561,SKBO,EHAM,2026-01-05T06:12:00.000Z,2026-01-05T17:19:00.000Z,320,false
V007562,EHAM,SKBO,2026-01-05T00:32:00.000Z,2026-01-05T11:39:00.000Z,320,false
V007563,SKBO,EHAM,2026-01-05T11:01:00.000Z,2026-01-05T22:08:00.000Z,340,false
V007564,EHAM,SKBO,2026-01-05T08:06:00.000Z,2026-01-05T19:13:00.000Z,320,false
V007565,SKBO,EHAM,2026-01-05T21:36:00.000Z,2026-01-06T08:43:00.000Z,320,false
V007566,EHAM,SKBO,2026-01-05T12:49:00.000Z,2026-01-05T23:56:00.000Z,360,false
V007567,SKBO,EHAM,2026-01-06T01:13:00.000Z,2026-01-06T12:20:00.000Z,360,false
V007568,EHAM,SKBO,2026-01-05T18:44:00.000Z,2026-01-06T05:51:00.000Z,300,false
V007569,SKBO,VIDP,2026-01-05T10:44:00.000Z,2026-01-06T05:58:00.000Z,320,false
V007570,VIDP,SKBO,2026-01-04T21:50:00.000Z,2026-01-05T17:04:00.000Z,320,false
V007571,SKBO,VIDP,2026-01-05T15:33:00.000Z,2026-01-06T10:47:00.000Z,300,false
V007572,VIDP,SKBO,2026-01-05T05:02:00.000Z,2026-01-06T00:16:00.000Z,340,false
V007573,SKBO,VIDP,2026-01-06T00:05:00.000Z,2026-01-05T19:19:00.000Z,340,false
V007574,VIDP,SKBO,2026-01-05T17:11:00.000Z,2026-01-06T12:25:00.000Z,320,false
V007575,SKBO,OSDI,2026-01-05T09:14:00.000Z,2026-01-05T23:50:00.000Z,340,false
V007576,OSDI,SKBO,2026-01-04T21:54:00.000Z,2026-01-05T12:30:00.000Z,300,false
V007577,SKBO,OSDI,2026-01-05T16:13:00.000Z,2026-01-06T06:49:00.000Z,320,false
V007578,OSDI,SKBO,2026-01-05T05:47:00.000Z,2026-01-05T20:23:00.000Z,340,false
V007579,SKBO,OSDI,2026-01-05T22:13:00.000Z,2026-01-06T12:49:00.000Z,300,false
V007580,OSDI,SKBO,2026-01-05T11:23:00.000Z,2026-01-06T01:59:00.000Z,300,false
V007581,SKBO,OSDI,2026-01-06T04:42:00.000Z,2026-01-06T19:18:00.000Z,360,false
V007582,OSDI,SKBO,2026-01-05T17:53:00.000Z,2026-01-06T08:29:00.000Z,340,false
V007583,SKBO,OAKB,2026-01-05T09:24:00.000Z,2026-01-06T03:22:00.000Z,300,false
V007584,OAKB,SKBO,2026-01-05T01:52:00.000Z,2026-01-05T19:50:00.000Z,360,false
V007585,SKBO,OAKB,2026-01-05T15:06:00.000Z,2026-01-06T09:04:00.000Z,340,false
V007586,OAKB,SKBO,2026-01-05T06:17:00.000Z,2026-01-06T00:15:00.000Z,360,false
V007587,SKBO,OAKB,2026-01-05T17:47:00.000Z,2026-01-06T11:45:00.000Z,300,false
V007588,OAKB,SKBO,2026-01-05T09:18:00.000Z,2026-01-06T03:16:00.000Z,320,false
V007589,SKBO,OAKB,2026-01-06T03:46:00.000Z,2026-01-05T21:44:00.000Z,320,false
V007590,OAKB,SKBO,2026-01-05T17:07:00.000Z,2026-01-06T11:05:00.000Z,340,false
V007591,SKBO,OOMS,2026-01-05T08:49:00.000Z,2026-01-06T02:26:00.000Z,300,false
V007592,OOMS,SKBO,2026-01-04T20:43:00.000Z,2026-01-05T14:20:00.000Z,340,false
V007593,SKBO,OOMS,2026-01-05T15:03:00.000Z,2026-01-06T08:40:00.000Z,320,false
V007594,OOMS,SKBO,2026-01-05T08:17:00.000Z,2026-01-06T01:54:00.000Z,360,false
V007595,SKBO,OOMS,2026-01-06T02:04:00.000Z,2026-01-06T19:41:00.000Z,300,false
V007596,OOMS,SKBO,2026-01-05T16:22:00.000Z,2026-01-06T09:59:00.000Z,340,false
V007597,SKBO,OYSN,2026-01-05T08:51:00.000Z,2026-01-06T01:02:00.000Z,320,false
V007598,OYSN,SKBO,2026-01-05T00:47:00.000Z,2026-01-05T16:58:00.000Z,300,false
V007599,SKBO,OYSN,2026-01-05T19:44:00.000Z,2026-01-06T11:55:00.000Z,300,false
V007600,OYSN,SKBO,2026-01-05T09:43:00.000Z,2026-01-06T01:54:00.000Z,360,false
V007601,SKBO,OYSN,2026-01-06T03:29:00.000Z,2026-01-06T19:40:00.000Z,340,false
V007602,OYSN,SKBO,2026-01-05T17:13:00.000Z,2026-01-06T09:24:00.000Z,340,false
V007603,SKBO,OPKC,2026-01-05T10:17:00.000Z,2026-01-06T04:52:00.000Z,360,false
V007604,OPKC,SKBO,2026-01-04T19:18:00.000Z,2026-01-05T13:53:00.000Z,360,false
V007605,SKBO,OPKC,2026-01-05T15:37:00.000Z,2026-01-06T10:12:00.000Z,300,false
V007606,OPKC,SKBO,2026-01-05T03:57:00.000Z,2026-01-05T22:32:00.000Z,320,false
V007607,SKBO,OPKC,2026-01-05T18:01:00.000Z,2026-01-06T12:36:00.000Z,300,false
V007608,OPKC,SKBO,2026-01-05T09:00:00.000Z,2026-01-06T03:35:00.000Z,320,false
V007609,SKBO,OPKC,2026-01-05T23:25:00.000Z,2026-01-06T18:00:00.000Z,300,false
V007610,OPKC,SKBO,2026-01-05T13:31:00.000Z,2026-01-06T08:06:00.000Z,360,false
V007611,SKBO,UBBB,2026-01-05T05:10:00.000Z,2026-01-05T20:54:00.000Z,300,false
V007612,UBBB,SKBO,2026-01-04T23:25:00.000Z,2026-01-05T15:09:00.000Z,300,false
V007613,SKBO,UBBB,2026-01-05T11:57:00.000Z,2026-01-06T03:41:00.000Z,320,false
V007614,UBBB,SKBO,2026-01-05T04:37:00.000Z,2026-01-05T20:21:00.000Z,360,false
V007615,SKBO,UBBB,2026-01-05T18:21:00.000Z,2026-01-06T10:05:00.000Z,320,false
V007616,UBBB,SKBO,2026-01-05T12:02:00.000Z,2026-01-06T03:46:00.000Z,300,false
V007617,SKBO,UBBB,2026-01-06T02:36:00.000Z,2026-01-06T18:20:00.000Z,360,false
V007618,UBBB,SKBO,2026-01-05T21:41:00.000Z,2026-01-06T13:25:00.000Z,320,false
V007619,SKBO,OJAI,2026-01-05T10:19:00.000Z,2026-01-06T00:52:00.000Z,360,false
V007620,OJAI,SKBO,2026-01-05T01:36:00.000Z,2026-01-05T16:09:00.000Z,320,false
V007621,SKBO,OJAI,2026-01-05T15:44:00.000Z,2026-01-06T06:17:00.000Z,300,false
V007622,OJAI,SKBO,2026-01-05T11:54:00.000Z,2026-01-06T02:27:00.000Z,320,false
V007623,SKBO,OJAI,2026-01-05T22:32:00.000Z,2026-01-06T13:05:00.000Z,360,false
V007624,OJAI,SKBO,2026-01-05T16:27:00.000Z,2026-01-06T07:00:00.000Z,360,false
V007625,SEQM,SVMI,2026-01-05T08:48:00.000Z,2026-01-05T10:58:00.000Z,360,false
V007626,SVMI,SEQM,2026-01-05T07:38:00.000Z,2026-01-05T09:48:00.000Z,340,false
V007627,SEQM,SVMI,2026-01-05T15:31:00.000Z,2026-01-05T17:41:00.000Z,360,false
V007628,SVMI,SEQM,2026-01-05T17:15:00.000Z,2026-01-05T19:25:00.000Z,320,false
V007629,SEQM,SVMI,2026-01-06T02:50:00.000Z,2026-01-06T05:00:00.000Z,320,false
V007630,SVMI,SEQM,2026-01-05T22:14:00.000Z,2026-01-06T00:24:00.000Z,360,false
V007631,SEQM,SBBR,2026-01-05T09:19:00.000Z,2026-01-05T14:05:00.000Z,340,false
V007632,SBBR,SEQM,2026-01-05T06:13:00.000Z,2026-01-05T10:59:00.000Z,320,false
V007633,SEQM,SBBR,2026-01-05T13:36:00.000Z,2026-01-05T18:22:00.000Z,320,false
V007634,SBBR,SEQM,2026-01-05T10:36:00.000Z,2026-01-05T15:22:00.000Z,340,false
V007635,SEQM,SBBR,2026-01-05T17:41:00.000Z,2026-01-05T22:27:00.000Z,320,false
V007636,SBBR,SEQM,2026-01-05T15:13:00.000Z,2026-01-05T19:59:00.000Z,360,false
V007637,SEQM,SBBR,2026-01-06T02:02:00.000Z,2026-01-06T06:48:00.000Z,320,false
V007638,SBBR,SEQM,2026-01-05T23:11:00.000Z,2026-01-06T03:57:00.000Z,300,false
V007639,SEQM,SPIM,2026-01-05T05:23:00.000Z,2026-01-05T07:04:00.000Z,300,false
V007640,SPIM,SEQM,2026-01-05T05:13:00.000Z,2026-01-05T06:54:00.000Z,320,false
V007641,SEQM,SPIM,2026-01-05T16:32:00.000Z,2026-01-05T18:13:00.000Z,320,false
V007642,SPIM,SEQM,2026-01-05T13:10:00.000Z,2026-01-05T14:51:00.000Z,300,false
V007643,SEQM,SPIM,2026-01-05T19:35:00.000Z,2026-01-05T21:16:00.000Z,300,false
V007644,SPIM,SEQM,2026-01-05T22:11:00.000Z,2026-01-05T23:52:00.000Z,300,false
V007645,SEQM,SPIM,2026-01-06T04:10:00.000Z,2026-01-06T05:51:00.000Z,340,false
V007646,SPIM,SEQM,2026-01-06T02:09:00.000Z,2026-01-06T03:50:00.000Z,320,false
V007647,SEQM,SLLP,2026-01-05T05:51:00.000Z,2026-01-05T08:28:00.000Z,340,false
V007648,SLLP,SEQM,2026-01-05T08:24:00.000Z,2026-01-05T11:01:00.000Z,360,false
V007649,SEQM,SLLP,2026-01-05T16:32:00.000Z,2026-01-05T19:09:00.000Z,320,false
V007650,SLLP,SEQM,2026-01-05T13:04:00.000Z,2026-01-05T15:41:00.000Z,360,false
V007651,SEQM,SLLP,2026-01-05T18:15:00.000Z,2026-01-05T20:52:00.000Z,320,false
V007652,SLLP,SEQM,2026-01-05T20:12:00.000Z,2026-01-05T22:49:00.000Z,320,false
